Month,Day,Hour,Pressure,forecastPressure
0.3333333333333333,0.33333333333333337,0.2608695652173913,8.0,7.367302417755127
1.0,0.19999999999999998,0.0434782608695652,11.0,12.260577201843262
1.0,0.10000000000000002,0.21739130434782608,10.0,12.45911693572998
0.0,0.7666666666666668,0.6956521739130435,10.0,7.907576084136963
0.0,0.16666666666666669,0.5652173913043478,7.0,5.30849552154541
0.6666666666666666,0.5,0.47826086956521735,14.0,14.19568157196045
0.6666666666666666,0.9333333333333333,0.08695652173913047,12.0,9.716506958007812
0.0,0.4666666666666667,0.5217391304347826,9.0,10.73608684539795
0.3333333333333333,0.06666666666666662,0.5652173913043478,9.0,7.495289325714111
0.0,0.33333333333333337,0.8260869565217391,6.0,9.411355018615723
0.0,0.3,0.391304347826087,11.0,8.306413650512695
0.3333333333333333,0.7333333333333334,0.9565217391304347,10.0,11.054326057434082
0.0,0.26666666666666666,0.13043478260869568,6.0,5.87637186050415
0.3333333333333333,0.33333333333333337,0.782608695652174,11.0,9.388176918029785
0.6666666666666666,0.43333333333333335,0.21739130434782608,7.0,7.3580522537231445
0.3333333333333333,0.43333333333333335,0.3043478260869565,6.0,5.572234153747559
0.3333333333333333,0.3,0.13043478260869568,5.0,6.7405500411987305
0.3333333333333333,0.33333333333333337,0.21739130434782608,8.0,3.9236555099487305
0.0,0.9666666666666667,0.17391304347826086,1.0,2.410743474960327
0.3333333333333333,0.9666666666666667,0.08695652173913047,7.0,5.953266620635986
1.0,0.16666666666666669,0.608695652173913,15.0,17.016185760498047
0.3333333333333333,0.7666666666666668,0.2608695652173913,6.0,8.35309886932373
0.0,1.0,0.9565217391304347,4.0,4.768611431121826
0.3333333333333333,0.9666666666666667,0.6956521739130435,17.0,14.853468894958496
0.3333333333333333,0.6,0.13043478260869568,7.0,4.125532150268555
0.0,0.3666666666666667,0.6956521739130435,13.0,11.91221809387207
0.6666666666666666,0.0,0.3043478260869565,6.0,5.316405773162842
0.6666666666666666,0.10000000000000002,0.782608695652174,11.0,9.714123725891113
0.3333333333333333,0.26666666666666666,0.43478260869565216,9.0,8.521636009216309
0.6666666666666666,0.3666666666666667,0.391304347826087,11.0,10.751380920410156
0.6666666666666666,0.33333333333333337,0.5652173913043478,11.0,12.14515209197998
0.3333333333333333,0.4666666666666667,1.0,2.0,7.157820224761963
0.0,0.4666666666666667,0.8695652173913043,6.0,7.090229511260986
0.3333333333333333,0.8666666666666667,1.0,10.0,10.152887344360352
0.6666666666666666,0.23333333333333334,0.47826086956521735,10.0,11.330710411071777
0.6666666666666666,0.03333333333333331,0.8695652173913043,8.0,6.938437461853027
0.3333333333333333,0.9333333333333333,0.6956521739130435,20.0,18.584779739379883
0.6666666666666666,0.9,0.7391304347826086,15.0,18.356948852539062
1.0,0.16666666666666669,0.3043478260869565,13.0,13.427202224731445
0.3333333333333333,0.3,0.21739130434782608,5.0,7.874354839324951
0.0,0.7000000000000001,0.391304347826087,6.0,6.344043731689453
0.3333333333333333,0.43333333333333335,0.0,7.0,5.320352077484131
0.6666666666666666,0.23333333333333334,0.5217391304347826,10.0,11.730727195739746
1.0,0.23333333333333334,0.9130434782608695,20.0,18.81025505065918
0.6666666666666666,0.9,0.9130434782608695,14.0,17.325048446655273
0.3333333333333333,0.10000000000000002,0.8695652173913043,6.0,5.972610950469971
0.6666666666666666,0.8333333333333334,1.0,12.0,11.986712455749512
0.6666666666666666,0.7333333333333334,0.3043478260869565,17.0,13.319424629211426
0.6666666666666666,0.8333333333333334,0.8260869565217391,18.0,18.355106353759766
0.6666666666666666,0.6666666666666667,0.391304347826087,19.0,18.20636749267578
0.6666666666666666,0.26666666666666666,0.6521739130434783,12.0,11.864669799804688
0.6666666666666666,0.6333333333333334,0.5217391304347826,18.0,18.827089309692383
0.6666666666666666,0.7000000000000001,0.21739130434782608,15.0,14.800984382629395
0.3333333333333333,0.3,0.9565217391304347,7.0,8.190963745117188
0.3333333333333333,0.6,0.17391304347826086,6.0,5.032718181610107
0.6666666666666666,0.9333333333333333,0.8260869565217391,16.0,16.909982681274414
0.6666666666666666,0.7000000000000001,0.8695652173913043,22.0,18.198915481567383
0.6666666666666666,0.4666666666666667,0.608695652173913,15.0,13.657492637634277
0.6666666666666666,0.7666666666666668,0.5217391304347826,17.0,19.816579818725586
0.0,0.9666666666666667,0.6521739130434783,14.0,10.609509468078613
0.0,0.6333333333333334,0.2608695652173913,8.0,7.158421039581299
0.0,1.0,0.782608695652174,8.0,9.874557495117188
0.3333333333333333,0.10000000000000002,0.6956521739130435,8.0,6.779797077178955
0.6666666666666666,0.19999999999999998,0.6956521739130435,15.0,12.365347862243652
0.3333333333333333,0.5666666666666667,0.17391304347826086,3.0,3.550659418106079
0.0,0.5333333333333334,0.7391304347826086,9.0,9.233977317810059
0.0,0.7333333333333334,0.17391304347826086,3.0,1.1751184463500977
0.3333333333333333,0.06666666666666662,0.43478260869565216,7.0,5.891606330871582
0.3333333333333333,0.39999999999999997,0.43478260869565216,9.0,7.597802639007568
0.0,0.23333333333333334,0.34782608695652173,5.0,5.500319004058838
0.6666666666666666,0.33333333333333337,0.21739130434782608,9.0,8.483366966247559
0.6666666666666666,0.13333333333333333,0.9130434782608695,9.0,8.840302467346191
0.6666666666666666,0.7333333333333334,0.2608695652173913,16.0,14.098366737365723
1.0,0.16666666666666669,0.6956521739130435,15.0,15.62067699432373
0.6666666666666666,0.9,0.608695652173913,14.0,17.70047950744629
0.3333333333333333,0.16666666666666669,0.6956521739130435,13.0,11.784780502319336
0.3333333333333333,0.6333333333333334,0.3043478260869565,6.0,6.3749589920043945
0.0,0.4666666666666667,0.8695652173913043,6.0,7.180064678192139
0.3333333333333333,0.6,1.0,7.0,7.3911004066467285
0.0,0.5,0.8695652173913043,8.0,7.952606201171875
0.0,0.26666666666666666,0.8695652173913043,9.0,6.969995975494385
0.0,0.9333333333333333,0.34782608695652173,6.0,4.101770877838135
0.0,0.23333333333333334,0.6521739130434783,8.0,9.954915046691895
0.3333333333333333,0.23333333333333334,1.0,8.0,8.668416023254395
0.3333333333333333,0.4666666666666667,0.08695652173913047,4.0,3.7163500785827637
0.6666666666666666,0.9333333333333333,0.6956521739130435,16.0,17.67012596130371
0.6666666666666666,0.9333333333333333,0.2608695652173913,9.0,10.569570541381836
0.0,0.8333333333333334,0.391304347826087,4.0,5.369181156158447
0.6666666666666666,0.7666666666666668,0.9130434782608695,18.0,19.79106330871582
0.6666666666666666,0.7000000000000001,0.8260869565217391,23.0,19.891103744506836
0.3333333333333333,0.8000000000000002,1.0,10.0,10.678147315979004
0.0,0.5333333333333334,0.8695652173913043,8.0,9.063349723815918
0.3333333333333333,0.9333333333333333,0.608695652173913,20.0,18.086706161499023
0.6666666666666666,0.06666666666666662,0.8695652173913043,8.0,7.886671543121338
0.3333333333333333,0.8333333333333334,0.34782608695652173,11.0,7.969895362854004
1.0,0.23333333333333334,0.47826086956521735,19.0,18.758256912231445
0.6666666666666666,0.7333333333333334,0.8260869565217391,16.0,19.340187072753906
0.0,0.13333333333333333,0.5652173913043478,4.0,5.094155788421631
0.3333333333333333,0.8666666666666667,0.2608695652173913,5.0,6.451325416564941
0.3333333333333333,0.5333333333333334,0.0,6.0,5.144318103790283
0.6666666666666666,0.23333333333333334,0.5652173913043478,12.0,12.403109550476074
0.3333333333333333,0.7666666666666668,0.5652173913043478,9.0,10.356839179992676
0.6666666666666666,0.6,0.13043478260869568,13.0,12.90615463256836
0.3333333333333333,0.3,0.34782608695652173,5.0,7.820432186126709
0.0,0.6666666666666667,0.8260869565217391,6.0,9.217829704284668
0.3333333333333333,0.5666666666666667,0.34782608695652173,5.0,5.971812725067139
0.3333333333333333,0.43333333333333335,0.17391304347826086,7.0,3.9249579906463623
0.6666666666666666,0.9,0.0,14.0,13.762697219848633
0.6666666666666666,0.33333333333333337,0.34782608695652173,11.0,9.947210311889648
0.0,0.6333333333333334,0.391304347826087,10.0,9.373814582824707
0.3333333333333333,0.6,0.8695652173913043,12.0,11.252084732055664
1.0,0.06666666666666662,0.8260869565217391,17.0,18.7031192779541
0.3333333333333333,0.7000000000000001,0.391304347826087,11.0,11.426087379455566
0.6666666666666666,0.9666666666666667,0.47826086956521735,19.0,15.135476112365723
0.0,0.6333333333333334,0.9130434782608695,11.0,8.39203929901123
0.3333333333333333,0.39999999999999997,0.5217391304347826,10.0,9.412088394165039
0.3333333333333333,0.03333333333333331,0.17391304347826086,4.0,3.853984832763672
