Month,Day,Hour,Pressure,forecastPressure
0.3333333333333333,0.33333333333333337,0.2608695652173913,93.0,81.0924072265625
1.0,0.19999999999999998,0.0434782608695652,88.0,81.66348266601562
1.0,0.10000000000000002,0.21739130434782608,87.0,82.46006774902344
0.0,0.7666666666666668,0.6956521739130435,54.0,58.53168487548828
0.0,0.16666666666666669,0.5652173913043478,73.0,79.92977905273438
0.6666666666666666,0.5,0.47826086956521735,61.0,63.67190170288086
0.6666666666666666,0.9333333333333333,0.08695652173913047,54.0,73.38275146484375
0.0,0.4666666666666667,0.5217391304347826,43.0,49.50907516479492
0.3333333333333333,0.06666666666666662,0.5652173913043478,38.0,50.64308166503906
0.0,0.33333333333333337,0.8260869565217391,56.0,67.13665771484375
0.0,0.3,0.391304347826087,62.0,77.06224822998047
0.3333333333333333,0.7333333333333334,0.9565217391304347,82.0,73.57889556884766
0.0,0.26666666666666666,0.13043478260869568,60.0,77.00363159179688
0.3333333333333333,0.33333333333333337,0.782608695652174,60.0,58.65884017944336
0.6666666666666666,0.43333333333333335,0.21739130434782608,84.0,85.38803100585938
0.3333333333333333,0.43333333333333335,0.3043478260869565,80.0,78.9676513671875
0.3333333333333333,0.3,0.13043478260869568,81.0,81.33424377441406
0.3333333333333333,0.33333333333333337,0.21739130434782608,93.0,81.5185546875
0.0,0.9666666666666667,0.17391304347826086,85.0,84.68639373779297
0.3333333333333333,0.9666666666666667,0.08695652173913047,76.0,76.533935546875
1.0,0.16666666666666669,0.608695652173913,88.0,60.886417388916016
0.3333333333333333,0.7666666666666668,0.2608695652173913,65.0,70.41485595703125
0.0,1.0,0.9565217391304347,87.0,76.17002868652344
0.3333333333333333,0.9666666666666667,0.6956521739130435,39.0,39.30445098876953
0.3333333333333333,0.6,0.13043478260869568,87.0,76.43021392822266
0.0,0.3666666666666667,0.6956521739130435,31.0,32.02131652832031
0.6666666666666666,0.0,0.3043478260869565,66.0,65.9580078125
0.6666666666666666,0.10000000000000002,0.782608695652174,50.0,65.90961456298828
0.3333333333333333,0.26666666666666666,0.43478260869565216,57.0,73.8786392211914
0.6666666666666666,0.3666666666666667,0.391304347826087,82.0,77.85438537597656
0.6666666666666666,0.33333333333333337,0.5652173913043478,88.0,68.79910278320312
0.3333333333333333,0.4666666666666667,1.0,70.0,74.62031555175781
0.0,0.4666666666666667,0.8695652173913043,81.0,74.50637817382812
0.3333333333333333,0.8666666666666667,1.0,66.0,72.01571655273438
0.6666666666666666,0.23333333333333334,0.47826086956521735,87.0,79.62278747558594
0.6666666666666666,0.03333333333333331,0.8695652173913043,43.0,48.668155670166016
0.3333333333333333,0.9333333333333333,0.6956521739130435,19.0,35.6437873840332
0.6666666666666666,0.9,0.7391304347826086,45.0,49.57936477661133
1.0,0.16666666666666669,0.3043478260869565,88.0,82.56207275390625
0.3333333333333333,0.3,0.21739130434782608,81.0,81.37547302246094
0.0,0.7000000000000001,0.391304347826087,76.0,81.98014068603516
0.3333333333333333,0.43333333333333335,0.0,70.0,75.23036193847656
0.6666666666666666,0.23333333333333334,0.5217391304347826,94.0,74.47805786132812
1.0,0.23333333333333334,0.9130434782608695,73.0,75.96414184570312
0.6666666666666666,0.9,0.9130434782608695,63.0,68.25019073486328
0.3333333333333333,0.10000000000000002,0.8695652173913043,49.0,57.01822280883789
0.6666666666666666,0.8333333333333334,1.0,76.0,76.36590576171875
0.6666666666666666,0.7333333333333334,0.3043478260869565,69.0,84.51322174072266
0.6666666666666666,0.8333333333333334,0.8260869565217391,64.0,54.90135955810547
0.6666666666666666,0.6666666666666667,0.391304347826087,64.0,71.16310119628906
0.6666666666666666,0.26666666666666666,0.6521739130434783,77.0,73.81050109863281
0.6666666666666666,0.6333333333333334,0.5217391304347826,64.0,59.637054443359375
0.6666666666666666,0.7000000000000001,0.21739130434782608,77.0,83.56785583496094
0.3333333333333333,0.3,0.9565217391304347,87.0,74.29986572265625
0.3333333333333333,0.6,0.17391304347826086,80.0,76.93833923339844
0.6666666666666666,0.9333333333333333,0.8260869565217391,45.0,56.63355255126953
0.6666666666666666,0.7000000000000001,0.8695652173913043,60.0,73.5853500366211
0.6666666666666666,0.4666666666666667,0.608695652173913,53.0,62.67710494995117
0.6666666666666666,0.7666666666666668,0.5217391304347826,72.0,61.2066764831543
0.0,0.9666666666666667,0.6521739130434783,63.0,60.93990707397461
0.0,0.6333333333333334,0.2608695652173913,81.0,81.08432006835938
0.0,1.0,0.782608695652174,67.0,65.68058776855469
0.3333333333333333,0.10000000000000002,0.6956521739130435,33.0,50.51047897338867
0.6666666666666666,0.19999999999999998,0.6956521739130435,59.0,72.37175750732422
0.3333333333333333,0.5666666666666667,0.17391304347826086,84.0,75.51748657226562
0.0,0.5333333333333334,0.7391304347826086,62.0,61.370849609375
0.0,0.7333333333333334,0.17391304347826086,87.0,84.93450927734375
0.3333333333333333,0.06666666666666662,0.43478260869565216,71.0,62.225730895996094
0.3333333333333333,0.39999999999999997,0.43478260869565216,66.0,66.24267578125
0.0,0.23333333333333334,0.34782608695652173,76.0,78.98912811279297
0.6666666666666666,0.33333333333333337,0.21739130434782608,87.0,85.46720123291016
0.6666666666666666,0.13333333333333333,0.9130434782608695,93.0,72.37535858154297
0.6666666666666666,0.7333333333333334,0.2608695652173913,82.0,83.45295715332031
1.0,0.16666666666666669,0.6956521739130435,82.0,63.148868560791016
0.6666666666666666,0.9,0.608695652173913,44.0,45.862060546875
0.3333333333333333,0.16666666666666669,0.6956521739130435,69.0,82.61515808105469
0.3333333333333333,0.6333333333333334,0.3043478260869565,87.0,71.83793640136719
0.0,0.4666666666666667,0.8695652173913043,81.0,77.41586303710938
